creator_id,content_vertical,region,tenure_days,live_sessions_28d,avg_session_min,avg_concurrent_viewers,total_watch_time_hrs_28d,new_followers_28d,follower_base,follower_growth_rate_28d,unique_gifters_28d,diamonds_28d,repeat_gifter_rate,comments_per_session,community_guideline_strikes_90d,est_monthly_revenue_usd,days_since_last_live,R_score,F_score,M_score,RFM_score,cluster,segment,high_potential,high_potential_proba
C101229,Music & Dance,France,91,6,47.424943520259575,8.57803820122363,40.7,43,90,0.4778,0,1102.0,0.497,41.6,0,5.51,5,2,1,4,7,2,Rising Talent,1,0.7599696418510391
C101230,Cooking & Food,Germany,220,12,27.993445137733797,51.76889968749546,289.8,26,174,0.1494,6,408.0,0.357,24.3,0,2.04,2,3,4,2,9,3,Steady Core,0,0.09926902792659187
C101231,Beauty & Fashion,France,127,12,37.43599859779384,90.00989794145445,673.9,11,50,0.22,1,541.0,0.085,18.9,0,2.7,1,4,4,2,10,3,Steady Core,0,0.1180646527100949
C101232,Beauty & Fashion,France,138,10,28.70345431449781,73.43195274870723,351.3,4,50,0.08,7,507.0,0.177,59.3,0,2.54,2,3,3,2,8,3,Steady Core,0,0.21509824709942688
C101233,Gaming,Poland,203,8,29.817406760166335,78.55998212664933,312.3,47,425,0.1106,3,221.0,0.468,95.7,0,1.1,2,3,2,1,6,3,Steady Core,1,0.8434561377740319
C101234,Education/Talk,France,25,12,41.787991510349364,79.86766348513414,667.5,29,50,0.58,2,126.0,0.166,29.1,0,0.63,3,3,4,1,8,2,Rising Talent,1,0.8580130653774248
C101235,Music & Dance,Germany,648,13,46.58789775802279,46.71233246109259,471.5,66,2630,0.0251,15,1926.0,0.377,64.0,0,9.63,2,3,5,5,13,4,Star Creators,0,0.019328658410543945
C101236,Comedy & Lifestyle,Poland,18,7,58.60323832704086,69.02585402843492,471.9,72,94,0.766,0,622.0,0.02,29.1,0,3.11,0,5,2,3,10,2,Rising Talent,0,0.5507736486044235
C101237,Music & Dance,UK,87,11,37.408360356910144,111.24741716252846,763.0,17,50,0.34,7,230.0,0.435,18.1,0,1.15,2,3,4,1,8,2,Rising Talent,1,0.5707496230144594
C101238,Cooking & Food,UK,336,11,5.022832673191872,19.94353686649063,18.4,81,573,0.1414,6,1026.0,0.491,20.4,0,5.13,1,4,4,4,12,4,Star Creators,0,0.11794905459062212
C101239,Beauty & Fashion,Spain,398,6,29.541938023050307,90.67704790775525,267.9,24,389,0.0617,9,884.0,0.135,31.4,0,4.42,3,3,1,4,8,3,Steady Core,0,0.11814218858022096
C101240,Comedy & Lifestyle,Spain,643,9,12.194069408689046,182.72962041110856,334.2,98,1803,0.0544,13,900.0,0.219,41.5,1,4.5,0,5,3,4,12,0,High-Reach Veterans,0,0.029576961634071773
C101241,Comedy & Lifestyle,Germany,313,13,47.42034155316593,130.72149905663764,1343.1,14,260,0.0538,3,280.0,0.412,24.5,0,1.4,8,1,5,1,7,1,At Risk / Dormant,0,0.10901570804075189
C101242,Comedy & Lifestyle,Italy,273,9,11.375260735983412,9.48108657267638,16.2,56,581,0.0964,5,606.0,0.331,17.6,0,3.03,8,1,3,3,7,1,At Risk / Dormant,0,0.05354745476689339
C101243,Comedy & Lifestyle,UK,453,16,23.20059917335675,49.89751619198983,308.7,37,1062,0.0348,7,1057.0,0.332,11.7,0,5.28,3,3,5,4,12,4,Star Creators,0,0.006448759099757796
C101244,Comedy & Lifestyle,Spain,447,8,33.99973059475861,5.0,22.7,65,417,0.1559,6,1567.0,0.424,49.8,0,7.84,5,2,2,5,9,1,At Risk / Dormant,0,0.17314055786810945
C101245,Education/Talk,UK,658,16,63.9751849785589,258.2795198403852,4406.3,69,2202,0.0313,7,211.0,0.227,86.6,0,1.06,2,3,5,1,9,0,High-Reach Veterans,0,0.025292234076368873
C101246,Gaming,Germany,8,7,22.68797791713148,32.95262547834325,87.2,29,65,0.4462,2,480.0,0.185,73.6,0,2.4,3,3,2,2,7,2,Rising Talent,1,0.8849586690780732
C101247,Gaming,Germany,526,17,42.22328969663855,38.12212508091758,456.1,7,95,0.0737,11,1579.0,0.181,42.8,0,7.9,3,3,5,5,13,4,Star Creators,0,0.008792830799044322
C101248,Cooking & Food,Italy,657,15,41.51466622164094,31.249810731127162,324.3,53,570,0.093,7,1294.0,0.302,33.5,0,6.47,1,4,5,4,13,4,Star Creators,0,0.013434238426676171
C101249,Education/Talk,Italy,642,18,62.98699912814151,61.49756798468194,1162.1,118,2707,0.0436,5,746.0,0.42,79.8,2,3.73,12,1,5,3,9,1,At Risk / Dormant,0,0.038952381039918216
C101250,Comedy & Lifestyle,Poland,315,3,53.66695946719431,148.22646400368066,397.7,82,1708,0.048,6,502.0,0.229,69.8,0,2.51,3,3,1,2,6,3,Steady Core,0,0.35558777119850404
C101251,Music & Dance,Germany,528,12,66.83118555683308,46.60515759658425,622.9,70,1714,0.0408,12,48.0,0.317,34.9,0,0.24,18,1,4,1,6,1,At Risk / Dormant,0,0.012389793200584273
C101252,Gaming,Spain,475,5,57.55752705932775,252.8648938734891,1212.9,99,2211,0.0448,3,2307.0,0.179,28.5,0,11.54,2,3,1,5,9,0,High-Reach Veterans,0,0.04106000909923311
C101253,Gaming,UK,218,7,20.235786514869492,16.09787141554031,38.0,26,275,0.0945,11,96.0,0.138,31.2,0,0.48,0,5,2,1,8,3,Steady Core,0,0.12179412026275817
C101254,Education/Talk,France,118,7,44.434919721231275,194.65143865780644,1009.1,14,50,0.28,2,217.0,0.313,17.6,0,1.08,1,4,2,1,7,3,Steady Core,0,0.375058249491783
C101255,Music & Dance,Italy,14,9,62.04888856735834,29.529739513659937,274.8,19,50,0.38,3,571.0,0.341,92.2,0,2.86,4,2,3,3,8,2,Rising Talent,1,0.9192019861446268
C101256,Beauty & Fashion,France,483,7,20.6524956548897,216.2429960051283,521.0,56,348,0.1609,5,1469.0,0.445,50.8,0,7.34,9,1,2,5,8,0,High-Reach Veterans,0,0.08305645655002566
C101257,Music & Dance,Spain,466,12,34.19468240388156,248.2760027389784,1697.9,62,787,0.0788,8,5156.0,0.3,61.8,0,25.78,3,3,4,5,12,0,High-Reach Veterans,0,0.047015930817238434
C101258,Gaming,Italy,259,11,27.542538687712984,171.59292704030315,866.5,33,493,0.0669,5,1315.0,0.326,76.0,0,6.58,2,3,4,4,11,0,High-Reach Veterans,1,0.6128390111128206
C101259,Education/Talk,France,532,9,51.24827926847255,84.55913625840138,650.0,52,1321,0.0394,3,1815.0,0.488,22.3,0,9.08,0,5,3,5,13,4,Star Creators,0,0.019874493689436216
C101260,Beauty & Fashion,Spain,444,12,33.96078319506302,21.650381370161565,147.1,78,2362,0.033,10,1216.0,0.126,35.6,1,6.08,0,5,4,4,13,4,Star Creators,0,0.05701490331353727
C101261,Comedy & Lifestyle,UK,667,13,34.71540832271957,129.73712586574507,975.8,29,359,0.0808,9,683.0,0.516,62.7,0,3.42,0,5,5,3,13,4,Star Creators,0,0.022817186263442465
C101262,Beauty & Fashion,Spain,242,8,15.774951250205184,27.131322732716423,57.1,37,287,0.1289,6,990.0,0.189,40.0,0,4.95,4,2,2,4,8,1,At Risk / Dormant,0,0.0869944712216582
C101263,Music & Dance,Poland,312,12,44.18581206272105,202.94400262104836,1793.4,50,889,0.0562,7,640.0,0.323,42.0,0,3.2,7,1,4,3,8,0,High-Reach Veterans,0,0.27154975341332116
C101264,Gaming,Italy,484,12,31.783409610274518,106.89185759703278,679.5,29,297,0.0976,11,867.0,0.451,66.1,0,4.34,0,5,4,4,13,4,Star Creators,0,0.04955443108050582
C101265,Gaming,Germany,685,7,46.38011217475492,117.68491860854607,636.8,49,586,0.0836,8,1999.0,0.299,16.4,0,10.0,1,4,2,5,11,4,Star Creators,0,0.011049892055576044
C101266,Music & Dance,UK,26,12,23.21213962641371,24.707698171750582,114.7,51,63,0.8095,1,387.0,0.349,31.1,0,1.94,2,3,4,2,9,2,Rising Talent,1,0.8563195021278417
C101267,Music & Dance,France,222,8,48.969172060370916,48.12025593566558,314.2,34,236,0.1441,7,1735.0,0.337,13.0,0,8.68,0,5,2,5,12,4,Star Creators,0,0.09898707473699192
C101268,Education/Talk,Italy,141,6,31.257312286769462,77.18511159233823,241.3,119,1129,0.1054,1,525.0,0.281,16.7,0,2.62,2,3,1,2,6,3,Steady Core,0,0.04216120994571702
C101269,Beauty & Fashion,Germany,135,5,16.2605461139728,60.985602418328796,82.6,26,125,0.208,4,369.0,0.462,32.7,0,1.84,13,1,1,2,4,1,At Risk / Dormant,0,0.23505082839677963
C101270,Education/Talk,Spain,416,12,16.59981337501058,135.56237590779725,450.1,78,1950,0.04,7,610.0,0.1,14.1,0,3.05,5,2,4,3,9,1,At Risk / Dormant,0,0.050910860644716366
C101271,Comedy & Lifestyle,Germany,428,11,19.946398306608526,152.32700974623376,557.0,11,290,0.0379,7,360.0,0.356,6.8,0,1.8,0,5,4,2,11,3,Steady Core,0,0.09631091527745449
C101272,Comedy & Lifestyle,Italy,300,9,36.68961625915065,136.0966793253939,749.0,5,50,0.1,5,320.0,0.452,54.2,0,1.6,0,5,3,2,10,3,Steady Core,0,0.5436794199073435
C101273,Gaming,Italy,252,12,44.17791781854301,23.030779924358185,203.5,14,181,0.0773,3,1453.0,0.484,69.7,0,7.26,2,3,4,5,12,4,Star Creators,0,0.38298169902922824
C101274,Music & Dance,Poland,707,16,50.76156083135504,176.10925644506273,2383.9,122,2152,0.0567,11,1516.0,0.273,38.3,0,7.58,17,1,5,5,11,0,High-Reach Veterans,0,0.01456190398986706
C101275,Gaming,Poland,562,12,47.53595251911205,133.4609728979371,1268.8,43,336,0.128,7,543.0,0.342,31.8,0,2.72,6,1,4,2,7,1,At Risk / Dormant,0,0.04306691221451302
C101276,Beauty & Fashion,Germany,92,5,23.622151085311994,10.056483111334762,19.8,5,50,0.1,3,575.0,0.249,35.3,0,2.88,1,4,1,3,8,3,Steady Core,0,0.10535836919443134
C101277,Cooking & Food,Spain,562,13,48.33224144035625,116.3205595517181,1218.1,56,813,0.0689,7,254.0,0.37,17.6,0,1.27,0,5,5,1,11,3,Steady Core,0,0.011382705564319645
C101278,Gaming,Germany,381,9,34.03994053185325,203.9489440254126,1041.4,75,829,0.0905,9,379.0,0.794,32.1,0,1.9,2,3,3,2,8,0,High-Reach Veterans,1,0.6581807691191368
C101279,Music & Dance,Italy,452,11,54.27792032116478,142.88631816089327,1421.9,21,263,0.0798,8,821.0,0.529,67.7,0,4.11,0,5,4,3,12,4,Star Creators,0,0.07195237055505722
C101280,Education/Talk,Italy,384,7,35.79143534735203,20.05855181778994,83.8,79,615,0.1285,2,589.0,0.346,33.5,0,2.94,0,5,2,3,10,3,Steady Core,0,0.09458946552016477
C101281,Comedy & Lifestyle,France,396,10,46.729466246877465,39.25440865307754,305.7,13,177,0.0734,2,510.0,0.229,64.8,0,2.55,0,5,3,2,10,3,Steady Core,0,0.18250559536881308
C101282,Music & Dance,Poland,663,8,41.320602710174185,151.89859044542658,836.9,107,2414,0.0443,8,1137.0,0.388,94.2,0,5.68,5,2,2,4,8,1,At Risk / Dormant,0,0.041157301923339745
C101283,Gaming,France,57,7,49.08542777834219,19.347394164221548,110.8,11,50,0.22,3,468.0,0.525,63.7,0,2.34,0,5,2,2,9,3,Steady Core,1,0.6047576486791837
C101284,Beauty & Fashion,UK,248,7,34.88916695179515,87.36066080271665,355.6,76,1195,0.0636,4,881.0,0.246,35.1,0,4.4,3,3,2,4,9,1,At Risk / Dormant,0,0.11726346976140518
C101285,Music & Dance,Italy,300,12,61.36989112768843,81.68636731367144,1002.6,95,817,0.1163,8,2223.0,0.141,38.8,0,11.12,5,2,4,5,11,4,Star Creators,0,0.14657295333117226
C101286,Gaming,France,569,11,27.263669222198434,196.12323387682645,980.3,71,406,0.1749,12,186.0,0.481,25.5,0,0.93,0,5,4,1,10,3,Steady Core,0,0.09914980771687844
C101287,Beauty & Fashion,Germany,272,10,8.451629961641324,46.60394073003033,65.6,21,108,0.1944,6,514.0,0.526,79.8,0,2.57,8,1,3,2,6,1,At Risk / Dormant,1,0.7721638558431061
C101288,Gaming,Poland,126,11,24.479566450186258,68.15808522129213,305.9,119,775,0.1535,4,324.0,0.278,30.9,1,1.62,0,5,4,2,11,3,Steady Core,0,0.14375811519821022
C101289,Gaming,Poland,718,16,61.2405314742846,66.250917771298,1081.9,34,1070,0.0318,15,3233.0,0.446,34.8,0,16.16,4,2,5,5,12,4,Star Creators,0,0.02299737651258137
C101290,Music & Dance,Spain,254,15,42.486103012189076,259.1608448657999,2752.7,95,1582,0.0601,2,1174.0,0.581,26.8,0,5.87,0,5,5,4,14,0,High-Reach Veterans,0,0.1918333247029585
C101291,Gaming,Germany,76,11,43.65712131983812,48.48235578191113,388.0,76,289,0.263,4,1148.0,0.274,63.0,0,5.74,6,1,4,4,9,1,At Risk / Dormant,1,0.7690001151017815
C101292,Music & Dance,Spain,63,12,24.954086026095453,16.41783635628726,81.9,27,50,0.54,2,1089.0,0.229,60.7,0,5.44,3,3,4,4,11,2,Rising Talent,1,0.8814596266968048
C101293,Education/Talk,France,388,7,39.581636464979596,159.80220378545604,737.9,16,96,0.1667,5,307.0,0.338,12.0,0,1.54,3,3,2,2,7,3,Steady Core,0,0.137493398743715
C101294,Comedy & Lifestyle,UK,45,9,22.60648188974599,33.450258659000035,113.4,24,50,0.48,0,1019.0,0.323,27.2,0,5.1,1,4,3,4,11,2,Rising Talent,0,0.5062224008581272
C101295,Beauty & Fashion,Germany,449,10,21.863280874208677,151.524644488959,552.1,183,3970,0.0461,5,961.0,0.562,20.9,0,4.8,1,4,3,4,11,4,Star Creators,0,0.12001373884858468
C101296,Beauty & Fashion,Germany,24,4,28.962744757641794,28.943868431239775,55.9,11,50,0.22,2,324.0,0.117,15.7,0,1.62,2,3,1,2,6,3,Steady Core,0,0.10320569740075843
C101297,Gaming,Germany,358,8,50.01175064115862,32.65283168798722,217.7,38,605,0.0628,6,165.0,0.503,51.8,0,0.82,5,2,2,1,5,1,At Risk / Dormant,0,0.41241593991691006
C101298,Education/Talk,Spain,304,6,47.60548508060142,66.37813726233621,316.0,3,55,0.0545,3,599.0,0.497,55.2,0,3.0,0,5,1,3,9,3,Steady Core,0,0.30369873518019286
C101299,Comedy & Lifestyle,France,289,16,50.23852448942768,20.76783402935139,278.2,33,496,0.0665,5,578.0,0.364,46.5,0,2.89,6,1,5,3,9,1,At Risk / Dormant,0,0.11495594917183932
C101300,Gaming,Germany,592,11,13.414485929201266,79.9423686115668,196.6,90,2570,0.035,5,2137.0,0.476,18.1,0,10.68,2,3,4,5,12,4,Star Creators,0,0.026139539055025328
C101301,Cooking & Food,Germany,116,8,33.155030869438775,77.58217337972683,343.0,10,64,0.1562,0,139.0,0.398,5.2,0,0.7,2,3,2,1,6,3,Steady Core,0,0.11420616603849593
C101302,Gaming,Poland,186,11,38.45792699911075,85.56731204772288,603.3,80,215,0.3721,6,440.0,0.117,30.1,0,2.2,0,5,4,2,11,3,Steady Core,0,0.3395621099993228
C101303,Music & Dance,UK,550,10,15.622442886411617,121.27763435895127,315.8,14,157,0.0892,9,755.0,0.625,56.0,0,3.78,0,5,3,3,11,4,Star Creators,0,0.049295533298387366
C101304,Comedy & Lifestyle,Poland,31,9,40.52571997595792,32.909269727010305,200.1,11,50,0.22,3,917.0,0.092,32.0,0,4.58,2,3,3,4,10,3,Steady Core,0,0.12462530526919272
C101305,Comedy & Lifestyle,Poland,63,10,35.93013049921586,117.49174668246461,703.6,50,53,0.9434,2,301.0,0.634,23.1,0,1.5,15,1,3,1,5,2,Rising Talent,1,0.8763989822031623
C101306,Comedy & Lifestyle,UK,186,12,49.073817844033556,66.04197434623252,648.2,25,294,0.085,2,185.0,0.285,29.4,0,0.92,1,4,4,1,9,3,Steady Core,0,0.05520520514829952
C101307,Comedy & Lifestyle,France,238,4,41.65151206513659,35.851964881996295,99.6,103,529,0.1947,2,58.0,0.403,41.7,0,0.29,0,5,1,1,7,3,Steady Core,0,0.15982333506726018
C101308,Beauty & Fashion,Poland,349,11,26.760192045751204,118.43669140824532,581.1,6,100,0.06,7,1075.0,0.292,14.6,0,5.38,2,3,4,4,11,4,Star Creators,0,0.0955168435650241
C101309,Comedy & Lifestyle,France,483,11,56.21940227038286,133.84429608694646,1379.5,36,867,0.0415,7,1305.0,0.271,36.7,0,6.52,0,5,4,4,13,4,Star Creators,0,0.01873144656673218
C101310,Gaming,Poland,582,11,5.0,50.75394654701987,46.5,72,1974,0.0365,14,516.0,0.453,69.0,0,2.58,1,4,4,2,10,4,Star Creators,0,0.01775887613589735
C101311,Cooking & Food,Italy,461,6,32.334221919878054,163.67287372738872,529.2,182,3490,0.0521,10,664.0,0.496,98.8,0,3.32,1,4,1,3,8,3,Steady Core,0,0.09016318252500778
C101312,Music & Dance,UK,238,9,11.116606826157254,83.46111295794393,139.2,36,321,0.1121,6,1716.0,0.243,43.7,0,8.58,0,5,3,5,13,4,Star Creators,0,0.1800208675454394
C101313,Comedy & Lifestyle,Poland,295,9,24.51466607169443,88.88960360711339,326.9,55,544,0.1011,7,668.0,0.156,59.8,0,3.34,6,1,3,3,7,1,At Risk / Dormant,0,0.255453163258537
C101314,Music & Dance,Italy,219,5,55.73386720868232,165.52921095846924,768.8,30,417,0.0719,3,802.0,0.353,31.7,0,4.01,9,1,1,3,5,1,At Risk / Dormant,0,0.15867453684140329
C101315,Education/Talk,Spain,264,9,17.475741572726754,17.19277031527699,45.1,31,71,0.4366,5,237.0,0.123,42.8,0,1.18,26,1,3,1,5,2,Rising Talent,0,0.4418293343913952
C101316,Music & Dance,Italy,536,7,17.737502535273272,55.24833689301173,114.3,31,190,0.1632,9,1713.0,0.398,24.9,0,8.56,2,3,2,5,10,4,Star Creators,0,0.017732978458216104
C101317,Comedy & Lifestyle,Germany,693,8,81.33855096391952,268.1503558711863,2908.1,87,2285,0.0381,4,1547.0,0.505,13.7,0,7.74,1,4,2,5,11,0,High-Reach Veterans,0,0.06998583465129696
C101318,Gaming,Poland,235,9,17.532797074437035,31.64079681963628,83.2,26,171,0.152,4,398.0,0.45,40.2,0,1.99,5,2,3,2,7,1,At Risk / Dormant,0,0.23012814718954147
C101319,Gaming,Italy,232,11,71.7093762555835,67.00065186649714,880.8,50,380,0.1316,9,514.0,0.221,63.4,2,2.57,5,2,4,2,8,1,At Risk / Dormant,1,0.4204421378284489
C101320,Beauty & Fashion,France,602,8,32.416967531311094,233.9712382818382,1011.3,63,2592,0.0243,4,1699.0,0.238,46.1,0,8.5,1,4,2,5,11,0,High-Reach Veterans,0,0.019169236930607497
C101321,Gaming,Spain,441,11,32.55307581409844,33.11256968612045,197.6,34,823,0.0413,19,1077.0,0.13,27.3,0,5.38,3,3,4,4,11,4,Star Creators,0,0.09718701596263729
C101322,Comedy & Lifestyle,Poland,408,8,50.02706523764653,9.760950962432714,65.1,123,3066,0.0401,5,814.0,0.222,37.2,0,4.07,6,1,2,3,6,1,At Risk / Dormant,0,0.09150805589839626
C101323,Beauty & Fashion,Germany,628,11,55.048911133167486,29.988335841391343,302.7,32,611,0.0524,14,476.0,0.653,49.0,0,2.38,0,5,4,2,11,4,Star Creators,0,0.04075069402164467
C101324,Cooking & Food,Italy,94,12,16.918531824956318,40.355995507270535,136.6,14,50,0.28,1,276.0,0.212,18.9,0,1.38,0,5,4,1,10,3,Steady Core,0,0.09108808773677671
C101325,Beauty & Fashion,Spain,590,13,27.346253154072045,73.55099482998457,435.8,5,160,0.0312,11,774.0,0.251,34.9,2,3.87,3,3,5,3,11,4,Star Creators,0,0.002986797459664161
C101326,Beauty & Fashion,Poland,548,7,47.703046020263784,64.1151355855847,356.8,44,1371,0.0321,10,1924.0,0.232,38.3,0,9.62,4,2,2,5,9,1,At Risk / Dormant,0,0.010348317029811139
C101327,Comedy & Lifestyle,Spain,690,13,45.21790188936575,78.6242829782281,770.3,167,4766,0.035,9,533.0,0.461,20.2,0,2.66,3,3,5,2,10,4,Star Creators,0,0.0074065743610032785
C101328,Education/Talk,Germany,315,13,56.68164420558281,32.44273114592187,398.4,102,1999,0.051,6,549.0,0.639,10.0,0,2.74,3,3,5,2,10,4,Star Creators,0,0.1723087746822466
C101329,Music & Dance,Italy,349,7,55.5446831114197,61.996048354404216,401.7,27,626,0.0431,5,2246.0,0.545,44.0,0,11.23,1,4,2,5,11,4,Star Creators,0,0.32370944080752073
C101330,Music & Dance,Spain,442,10,80.76036817840838,131.3393096096373,1767.8,68,1100,0.0618,8,1302.0,0.185,90.7,0,6.51,4,2,3,4,9,1,At Risk / Dormant,0,0.33346652107437774
C101331,Comedy & Lifestyle,Spain,183,5,43.33065332988046,98.19687573451607,354.6,49,194,0.2526,5,618.0,0.685,36.7,2,3.09,0,5,1,3,9,3,Steady Core,1,0.8307158351564815
C101332,Beauty & Fashion,UK,145,10,38.32716722496443,68.79043352087758,439.4,6,50,0.12,7,547.0,0.183,20.9,0,2.74,0,5,3,3,11,3,Steady Core,0,0.07234502569355937
C101333,Cooking & Food,Spain,200,9,37.83452955122513,35.13999467252546,199.4,67,909,0.0737,3,487.0,0.297,21.3,0,2.44,2,3,3,2,8,3,Steady Core,0,0.03965890186137707
C101334,Cooking & Food,UK,192,13,31.219533862896544,41.15731593164869,278.4,9,50,0.18,3,588.0,0.454,64.7,0,2.94,11,1,5,3,9,1,At Risk / Dormant,0,0.37415671520157623
C101335,Education/Talk,Italy,224,10,52.49343812021526,110.19681287554985,964.1,22,223,0.0987,2,162.0,0.608,59.1,0,0.81,4,2,3,1,6,1,At Risk / Dormant,0,0.47647321105329316
C101336,Beauty & Fashion,Poland,170,4,38.55561835794539,90.09621492062195,231.6,10,85,0.1176,1,545.0,0.426,34.6,0,2.72,1,4,1,2,7,3,Steady Core,0,0.22696975737753425
C101337,Education/Talk,Poland,167,7,51.50497015089488,177.535872945304,1066.8,35,123,0.2846,2,202.0,0.449,63.9,0,1.01,2,3,2,1,6,3,Steady Core,1,0.8750148602536089
C101338,Gaming,Italy,531,8,59.00099736523487,76.05148933117165,598.3,26,603,0.0431,13,891.0,0.403,20.2,0,4.46,7,1,2,4,7,1,At Risk / Dormant,0,0.011449447148458296
C101339,Gaming,Italy,607,13,49.71218426808589,32.78160233926988,353.1,34,560,0.0607,11,2785.0,0.528,36.7,0,13.92,3,3,5,5,13,4,Star Creators,0,0.02359783636127052
C101340,Beauty & Fashion,France,48,10,42.525744863512955,40.44215477522506,286.6,38,108,0.3519,3,271.0,0.39,14.9,0,1.36,0,5,3,1,9,3,Steady Core,0,0.4089834264799513
C101341,Music & Dance,Italy,216,14,25.79856914186759,106.106642584487,638.7,20,221,0.0905,6,336.0,0.322,66.7,0,1.68,2,3,5,2,10,4,Star Creators,1,0.625016102685787
C101342,Comedy & Lifestyle,Spain,281,12,30.756400610108084,132.31113760772678,813.9,35,570,0.0614,8,1018.0,0.114,16.8,0,5.09,1,4,4,4,12,4,Star Creators,0,0.07929575421317402
C101343,Comedy & Lifestyle,Poland,285,17,54.798364564090114,44.34213401373734,688.5,10,57,0.1754,7,1436.0,0.208,83.9,0,7.18,9,1,5,5,11,4,Star Creators,0,0.2831745416932884
C101344,Comedy & Lifestyle,Germany,257,7,64.80763788636935,79.05975747289101,597.8,7,50,0.14,0,634.0,0.152,38.0,0,3.17,1,4,2,3,9,3,Steady Core,0,0.07680135294821877
C101345,Music & Dance,Poland,316,10,7.6616106025869755,134.08694290994256,171.2,43,808,0.0532,5,2164.0,0.447,65.2,0,10.82,0,5,3,5,13,4,Star Creators,1,0.7525652655428479
C101346,Beauty & Fashion,UK,726,19,26.482052791228778,100.01963850902483,838.8,42,961,0.0437,7,1087.0,0.292,9.4,0,5.44,1,4,5,4,13,4,Star Creators,0,0.006461515888443916
C101347,Music & Dance,Poland,146,9,45.96060174708568,51.21144426174509,353.1,82,228,0.3596,4,943.0,0.187,36.9,0,4.72,0,5,3,4,12,3,Steady Core,0,0.3962199074079194
C101348,Cooking & Food,France,552,10,20.720338915350343,110.46787525852552,381.5,219,1663,0.1317,11,836.0,0.545,56.0,0,4.18,7,1,3,3,7,1,At Risk / Dormant,0,0.055304552567831775
C101349,Gaming,Italy,536,5,27.194646404729706,10.82609548642624,24.5,17,358,0.0475,3,948.0,0.39,8.2,0,4.74,3,3,1,4,8,1,At Risk / Dormant,0,0.02593543990498146
C101350,Comedy & Lifestyle,Italy,63,3,48.44236782294313,35.667017418904656,86.4,4,50,0.08,2,299.0,0.086,41.3,0,1.5,2,3,1,1,5,3,Steady Core,0,0.1078317819155896
C101351,Music & Dance,Poland,118,6,76.33683139884295,210.96781537003974,1610.5,77,385,0.2,6,770.0,0.196,38.7,0,3.85,1,4,1,3,8,3,Steady Core,0,0.27928292497194457
C101352,Music & Dance,Germany,11,4,5.8794406517182525,63.247238415315664,24.8,26,50,0.52,2,902.0,0.112,53.9,0,4.51,2,3,1,4,8,2,Rising Talent,1,0.8573049973803202
C101353,Comedy & Lifestyle,Germany,416,17,37.30928643006573,307.2246521785306,3247.7,50,841,0.0595,3,1423.0,0.247,44.2,0,7.12,6,1,5,5,11,0,High-Reach Veterans,0,0.13446702278284117
C101354,Music & Dance,France,420,13,54.53396666491256,106.04915688839378,1253.0,11,289,0.0381,15,532.0,0.545,42.7,0,2.66,0,5,5,2,12,4,Star Creators,1,0.5884136470020515
C101355,Comedy & Lifestyle,UK,188,10,53.70869102045417,132.08862523040872,1182.4,113,373,0.3029,5,578.0,0.162,35.3,0,2.89,0,5,3,3,11,3,Steady Core,0,0.3434657532805236
C101356,Cooking & Food,Poland,19,5,37.7975646387338,24.635734765606244,77.6,9,50,0.18,2,121.0,0.243,15.6,0,0.6,3,3,1,1,5,3,Steady Core,0,0.1051098427127196
C101357,Music & Dance,Italy,345,14,79.84734972375425,67.04741033313586,1249.2,70,436,0.1606,8,926.0,0.582,13.7,0,4.63,7,1,5,4,10,4,Star Creators,0,0.14654700925707953
C101358,Beauty & Fashion,Poland,265,9,35.43359889988691,33.566927820745136,178.4,58,937,0.0619,1,1441.0,0.542,37.2,0,7.2,3,3,3,5,11,4,Star Creators,0,0.1699865709151972
C101359,Education/Talk,France,96,4,60.14788104146962,99.95057915851987,400.8,4,50,0.08,2,774.0,0.204,50.7,0,3.87,6,1,1,3,5,1,At Risk / Dormant,0,0.16712145625530703
C101360,Cooking & Food,Spain,622,13,24.039260697569937,39.5714821576139,206.1,33,663,0.0498,9,1034.0,0.264,5.9,0,5.17,8,1,5,4,10,1,At Risk / Dormant,0,0.007169389948458297
C101361,Beauty & Fashion,Spain,704,14,35.86974419883275,16.507556095260835,138.2,17,318,0.0535,7,172.0,0.219,44.3,0,0.86,0,5,5,1,11,3,Steady Core,0,0.008557800228353039
